,AC-like,Endothelial,MES-like,Mono,Mural cell,NPC-like,OPC-like,TAM-BDM,TAM-MG
Spotx1710,1,0,0,0,0,1,1,0,1
Spotx1711,1,0,1,0,0,0,0,0,0
Spotx1712,0,0,1,0,0,0,0,0,0
Spotx1713,0,1,1,1,0,0,0,1,1
Spotx1714,1,1,1,1,1,0,1,0,1
Spotx1715,0,0,1,1,0,1,0,0,0
Spotx1716,1,0,0,0,0,0,0,1,1
Spotx1717,0,0,1,0,1,0,1,1,0
Spotx1718,1,0,1,0,0,1,0,0,0
Spotx1719,1,0,0,1,0,0,0,0,1
Spotx1720,1,0,1,0,1,1,1,0,0
Spotx1721,1,0,1,1,1,1,0,1,1
Spotx1722,0,1,0,1,1,1,1,0,1
Spotx1723,1,0,1,1,0,1,0,0,1
Spotx1724,0,0,0,1,0,0,0,0,0
Spotx1725,0,1,1,1,1,1,0,0,1
Spotx1726,0,0,1,1,1,1,1,1,0
Spotx1727,0,0,0,0,0,0,1,1,0
Spotx1728,1,1,0,1,0,1,0,1,1
Spotx1729,0,0,0,1,1,0,1,1,1
Spotx1730,1,1,0,1,1,0,0,1,0
Spotx1731,0,0,0,0,0,1,0,0,0
Spotx1732,0,0,0,1,0,0,1,0,0
Spotx1733,0,0,0,1,0,0,0,0,0
Spotx1734,1,1,0,1,0,0,1,1,1
Spotx1735,0,0,1,1,0,0,1,0,0
Spotx1736,1,1,1,0,1,0,0,1,0
Spotx1737,1,0,1,1,1,0,0,0,1
Spotx1738,0,0,1,1,0,0,0,0,1
Spotx1739,1,1,0,1,0,1,0,1,0
Spotx1740,1,1,0,0,1,0,0,0,0
Spotx1741,1,1,1,0,1,1,1,1,1
Spotx1742,1,0,0,0,1,1,1,0,1
Spotx1743,1,0,0,0,0,0,1,0,0
Spotx1744,1,0,1,1,0,1,0,0,0
Spotx1745,0,1,0,0,0,0,1,0,0
Spotx1746,1,0,0,0,1,0,1,0,0
Spotx1747,1,1,1,0,0,1,1,1,0
Spotx1748,0,0,0,0,1,0,0,1,0
Spotx1749,1,1,0,1,1,1,0,1,1
Spotx1750,0,1,0,1,0,0,0,0,0
Spotx1751,1,0,0,0,0,0,1,1,0
Spotx1752,0,1,1,0,0,0,0,1,0
Spotx1753,1,1,0,1,0,1,0,0,0
Spotx1754,0,1,1,0,0,0,0,0,0
Spotx1755,0,1,0,1,0,0,1,1,1
Spotx1756,1,1,1,0,1,0,0,0,0
Spotx1757,1,0,1,0,1,0,1,1,1
Spotx1758,1,1,1,1,0,0,1,1,0
Spotx1759,1,1,0,0,0,0,1,0,0
Spotx1760,0,1,0,0,0,0,1,0,0
Spotx1761,0,0,0,0,0,0,0,0,1
Spotx1762,0,1,0,0,0,0,0,1,0
Spotx1763,0,1,0,1,1,0,0,1,0
Spotx1764,0,1,0,0,0,0,1,1,0
Spotx1765,0,0,1,0,1,0,1,1,0
Spotx1766,0,0,0,0,0,0,1,0,1
Spotx1767,0,0,1,0,1,1,1,0,0
Spotx1768,0,1,0,0,0,0,0,1,0
Spotx1769,1,1,0,1,0,0,0,0,1
Spotx1770,0,0,0,0,0,0,0,0,1
Spotx1771,1,1,1,0,1,1,0,0,1
Spotx1772,0,0,0,1,1,0,1,1,0
Spotx1773,1,0,0,1,0,0,1,0,1
Spotx1774,0,0,1,0,1,0,0,0,0
Spotx1775,0,1,1,0,0,1,1,0,0
Spotx1776,0,1,0,0,0,0,0,1,0
Spotx1777,0,0,0,0,0,1,0,0,0
Spotx1778,1,1,0,0,0,0,0,1,1
Spotx1779,0,1,0,0,1,1,0,1,1
Spotx1780,0,1,1,0,1,0,1,0,0
Spotx1781,0,1,1,1,1,0,0,1,1
Spotx1782,0,0,0,1,0,0,1,1,0
Spotx1783,0,0,0,0,1,0,0,1,1
Spotx1784,1,1,1,1,0,1,0,0,0
Spotx1785,1,1,1,1,0,0,0,0,1
Spotx1786,1,0,0,0,0,1,0,0,0
Spotx1787,0,1,0,0,1,0,0,1,1
Spotx1788,0,0,0,0,0,0,1,0,0
Spotx1789,1,0,0,1,1,0,1,1,0
Spotx1790,0,0,0,1,0,0,1,1,1
Spotx1791,0,0,1,0,1,0,1,1,0
Spotx1792,1,0,1,1,0,0,0,0,1
Spotx1793,1,0,0,1,1,0,0,0,1
Spotx1794,0,0,0,1,0,1,1,1,1
Spotx1795,1,0,0,1,0,0,0,1,1
Spotx1796,0,1,1,1,1,1,1,0,1
Spotx1797,1,1,0,1,1,1,1,0,0
Spotx1798,1,0,0,0,0,0,0,0,0
Spotx1799,0,0,0,0,0,0,1,0,0
Spotx1800,0,1,1,1,0,0,0,0,1
Spotx1801,0,0,1,1,0,1,0,0,1
Spotx1802,0,0,0,0,0,1,0,0,0
Spotx1803,0,0,0,0,0,0,1,1,0
Spotx1804,1,1,1,0,0,1,0,1,1
Spotx1805,0,0,0,1,0,0,0,0,0
Spotx1806,0,1,0,1,1,1,1,1,1
Spotx1807,1,0,1,0,0,1,0,0,0
Spotx1808,1,0,0,0,1,1,1,1,1
Spotx1809,0,0,1,1,0,1,0,1,1
Spotx1810,0,1,0,1,1,0,0,0,0
Spotx1811,0,0,0,0,1,0,0,0,0
Spotx1812,0,0,1,0,1,0,0,0,0
Spotx1813,0,0,1,0,0,0,0,0,0
Spotx1814,0,0,0,0,0,0,1,0,1
Spotx1815,0,0,1,1,1,1,1,1,1
Spotx1816,1,1,1,1,1,0,0,0,0
Spotx1817,1,1,1,1,1,0,1,1,0
Spotx1818,0,1,1,1,1,0,0,0,1
Spotx1819,1,1,1,0,1,1,1,1,0
Spotx1820,1,0,0,0,1,1,1,0,0
Spotx1821,1,1,0,1,1,1,1,1,1
Spotx1822,1,0,1,1,1,1,0,1,0
Spotx1823,0,0,1,1,1,0,0,1,0
Spotx1824,1,0,0,1,0,0,1,0,0
Spotx1825,0,0,1,0,0,0,0,1,0
Spotx1826,0,0,0,0,1,0,0,0,0
Spotx1827,1,0,1,1,0,1,0,1,1
Spotx1828,1,1,1,0,1,0,1,0,1
Spotx1829,0,0,1,0,0,1,0,1,1
Spotx1830,0,0,1,0,0,0,0,0,0
Spotx1831,0,1,1,1,1,0,1,0,1
Spotx1832,1,0,1,0,0,0,0,0,0
Spotx1833,0,0,1,0,0,0,1,0,0
Spotx1834,1,1,1,0,1,0,0,0,1
Spotx1835,0,1,1,1,1,0,1,1,0
Spotx1836,1,0,0,1,1,1,1,0,1
Spotx1837,0,1,0,0,0,1,0,1,0
Spotx1838,1,1,1,1,0,1,0,0,0
Spotx1839,1,1,1,0,0,1,1,1,1
Spotx1840,0,0,0,0,0,0,0,1,1
Spotx1841,0,1,0,1,0,1,0,1,1
Spotx1842,0,0,0,0,0,1,0,1,0
Spotx1843,0,0,0,0,0,0,1,0,0
Spotx1844,0,0,0,1,0,1,0,0,0
Spotx1845,0,0,0,1,1,0,1,0,1
Spotx1846,1,1,0,1,0,0,1,1,0
Spotx1847,0,0,1,0,1,0,1,1,0
Spotx1848,0,0,1,1,0,1,0,1,0
Spotx1849,1,1,1,1,0,0,1,1,1
Spotx1850,1,0,0,1,0,0,0,1,0
Spotx1851,1,0,0,0,0,0,1,0,1
Spotx1852,1,1,1,0,0,0,0,0,0
Spotx1853,1,1,1,1,0,0,1,1,0
Spotx1854,0,0,1,1,1,1,0,0,0
Spotx1855,1,0,1,0,0,1,0,0,0
Spotx1856,0,0,0,1,1,1,0,1,0
Spotx1857,0,0,0,1,0,1,1,0,0
Spotx1858,0,0,0,1,1,0,1,0,0
Spotx1859,0,0,0,0,1,1,1,1,0
Spotx1860,0,0,1,0,0,1,0,1,0
Spotx1861,0,0,0,0,1,0,1,0,0
Spotx1862,0,0,1,1,1,0,1,0,0
Spotx1863,1,0,1,1,1,1,1,1,0
Spotx1864,0,1,0,0,0,1,0,0,0
Spotx1865,0,1,0,0,0,0,0,0,0
Spotx1866,0,1,1,0,1,1,0,1,0
Spotx1867,0,0,0,1,0,0,1,0,0
Spotx1868,0,0,0,0,0,1,0,1,0
Spotx1869,1,0,1,0,1,1,0,0,1
Spotx1870,1,1,1,1,0,1,0,0,1
Spotx1871,0,0,0,1,1,1,0,1,1
Spotx1872,1,0,1,1,0,0,0,1,0
Spotx1873,0,0,1,0,1,0,0,0,0
Spotx1874,1,0,0,0,0,0,1,0,0
Spotx1875,0,1,1,0,1,1,0,0,0
Spotx1876,1,1,0,0,0,0,1,1,1
Spotx1877,0,1,0,0,0,1,0,1,0
Spotx1878,0,1,0,0,0,0,0,0,1
Spotx1879,0,0,0,1,1,0,0,0,1
Spotx1880,0,0,0,1,0,0,0,1,0
Spotx1881,0,1,1,1,1,1,1,1,1
Spotx1882,0,0,0,1,1,0,1,1,0
Spotx1883,0,0,1,0,0,0,1,1,1
Spotx1884,1,1,1,1,0,0,0,1,0
Spotx1885,0,0,1,1,1,0,0,1,1
Spotx1886,0,0,0,1,0,0,0,0,1
Spotx1887,0,1,1,1,1,1,0,1,0
Spotx1888,0,0,1,1,1,1,1,1,0
Spotx1889,0,1,0,0,0,1,0,0,0
Spotx1890,0,0,0,0,1,1,0,0,1
Spotx1891,1,0,1,0,1,0,1,0,0
Spotx1892,1,0,0,1,1,0,0,1,1
Spotx1893,0,0,1,1,0,1,0,0,1
Spotx1894,0,0,1,1,1,0,0,1,1
Spotx1895,0,1,1,0,1,0,0,0,0
Spotx1896,0,1,1,0,1,0,0,1,0
Spotx1897,1,1,1,0,1,1,0,1,1
Spotx1898,1,0,0,0,0,0,1,0,1
Spotx1899,1,1,0,1,0,0,1,1,0
Spotx1900,1,0,1,1,1,1,0,1,0
Spotx1901,0,0,0,1,0,0,0,0,0
Spotx1902,1,1,1,1,1,0,1,0,0
Spotx1903,0,0,0,1,0,0,0,0,1
Spotx1904,0,1,0,0,0,0,0,1,0
Spotx1905,0,0,0,1,0,0,1,0,0
Spotx1906,1,0,0,0,1,1,0,1,1
Spotx1907,0,1,1,0,0,0,1,0,0
Spotx1908,1,0,0,1,0,0,1,1,0
Spotx1909,0,0,1,0,0,0,0,0,0
Spotx1910,1,1,1,0,1,1,0,1,1
Spotx1911,1,1,0,1,0,0,1,0,0
Spotx1912,1,1,0,0,0,0,1,1,1
Spotx1913,1,1,1,0,1,0,1,1,0
Spotx1914,1,1,0,1,0,1,0,0,0
Spotx1915,0,1,1,0,0,0,0,0,0
Spotx1916,1,0,1,1,1,0,0,1,0
Spotx1917,0,1,0,1,0,0,0,1,1
Spotx1918,1,1,1,1,0,0,0,1,0
Spotx1919,0,0,1,1,1,1,1,0,0
Spotx1920,0,0,0,1,0,0,1,0,0
Spotx1921,1,0,1,0,0,1,1,1,0
Spotx1922,0,0,0,1,0,0,0,1,1
Spotx1923,1,1,0,1,1,1,0,0,1
Spotx1924,1,1,0,1,0,0,0,1,1
Spotx1925,0,1,0,1,1,1,0,1,1
Spotx1926,0,0,0,1,0,1,0,0,1
Spotx1927,1,0,0,0,1,0,0,1,1
Spotx1928,0,1,0,0,0,0,0,0,0
Spotx1929,1,0,0,1,1,0,0,0,1
Spotx1930,0,1,0,1,1,0,0,0,1
Spotx1931,1,1,0,0,0,0,1,0,0
Spotx1932,1,1,0,0,0,0,0,0,0
Spotx1933,1,1,0,1,1,1,1,0,0
Spotx1934,1,1,1,1,1,1,1,0,0
Spotx1935,0,0,0,0,0,0,0,0,1
Spotx1936,1,0,0,0,1,0,1,0,0
Spotx1937,0,1,1,0,1,0,1,0,0
Spotx1938,0,1,0,1,1,1,1,1,1
Spotx1939,0,0,1,0,0,0,0,1,0
Spotx1940,0,0,0,0,0,0,0,1,0
Spotx1941,1,1,1,1,0,1,1,0,0
Spotx1942,0,1,0,1,1,1,1,0,1
Spotx1943,0,0,0,0,0,1,0,0,0
Spotx1944,0,1,1,0,1,1,0,1,1
Spotx1945,0,0,0,1,0,0,0,1,1
Spotx1946,0,0,0,0,0,0,1,1,1
Spotx1947,0,0,1,0,0,1,0,0,1
Spotx1948,0,0,0,0,1,0,1,0,0
Spotx1949,0,1,1,0,0,1,1,1,0
Spotx1950,0,0,1,0,1,1,0,1,0
Spotx1951,0,1,0,0,0,1,0,0,0
Spotx1952,1,0,0,1,0,1,1,1,0
Spotx1953,1,0,0,0,0,0,0,0,0
Spotx1954,0,0,1,0,0,0,0,0,0
Spotx1955,1,0,0,0,0,0,0,0,0
Spotx1956,0,0,0,1,0,0,0,0,0
Spotx1957,0,0,0,0,1,0,0,0,0
Spotx1958,0,0,0,0,1,0,0,1,0
Spotx1959,1,1,0,0,1,0,1,1,1
Spotx1960,0,0,0,0,1,0,0,0,0
Spotx1961,1,1,1,0,1,0,0,1,1
Spotx1962,1,1,1,1,1,1,1,1,1
Spotx1963,0,0,0,0,0,0,0,1,1
Spotx1964,0,0,0,0,1,1,0,0,0
Spotx1965,0,0,0,1,1,0,0,1,0
Spotx1966,1,1,1,0,0,1,1,1,1
Spotx1967,0,0,0,0,1,1,1,1,1
Spotx1968,1,1,1,1,1,1,1,0,0
Spotx1969,1,0,1,1,1,1,0,0,1
Spotx1970,0,1,0,1,0,1,0,1,0
Spotx1971,0,0,1,0,1,1,0,0,0
Spotx1972,1,0,1,0,0,0,0,0,1
Spotx1973,1,1,0,1,1,1,1,0,0
Spotx1974,0,1,0,0,1,0,0,0,1
Spotx1975,1,1,0,1,1,1,1,1,1
Spotx1976,1,0,0,0,0,0,1,0,0
Spotx1977,1,1,1,0,0,0,0,0,1
Spotx1978,0,0,0,0,1,0,0,0,0
Spotx1979,1,0,1,0,0,0,0,1,0
Spotx1980,1,0,1,1,0,0,0,1,1
Spotx1981,0,0,1,1,0,0,1,1,1
Spotx1982,1,0,0,0,0,1,0,0,0
Spotx1983,1,1,1,1,1,0,1,1,0
Spotx1984,1,1,0,0,1,0,1,1,0
Spotx1985,0,1,1,1,0,0,0,0,0
Spotx1986,0,1,1,1,1,1,0,1,1
Spotx1987,0,1,0,1,0,1,1,1,0
Spotx1988,0,1,0,1,0,0,0,0,0
Spotx1989,1,0,0,0,1,1,1,1,0
Spotx1990,0,0,0,1,0,0,1,0,0
Spotx1991,1,0,0,0,1,0,0,0,0
Spotx1992,1,1,1,0,0,1,0,0,1
Spotx1993,0,0,1,1,0,1,0,1,1
Spotx1994,1,1,0,0,0,1,1,1,1
Spotx1995,0,0,0,1,0,1,0,0,0
Spotx1996,1,0,0,0,0,0,0,1,0
Spotx1997,0,0,0,0,1,1,0,0,1
Spotx1998,0,0,0,0,0,1,0,0,0
Spotx1999,1,0,1,1,0,0,1,1,1
Spotx2000,0,0,0,0,1,0,0,1,0
Spotx2001,0,0,0,1,1,0,1,1,1
Spotx2002,0,1,1,0,1,0,1,1,1
Spotx2003,1,1,1,1,0,0,0,1,0
Spotx2004,1,1,1,0,0,1,1,1,1
Spotx2005,0,0,0,0,1,0,0,0,1
Spotx2006,0,0,0,0,0,0,0,1,0
Spotx2007,0,0,1,0,1,1,0,0,0
Spotx2008,1,1,0,0,0,0,0,0,0
Spotx2009,1,1,1,1,0,1,1,1,1
Spotx2010,0,1,1,1,0,1,0,1,0
Spotx2011,1,0,1,0,1,0,0,1,1
Spotx2012,1,1,0,1,1,0,1,0,0
Spotx2013,0,1,1,0,0,0,0,1,0
Spotx2014,1,0,1,0,1,1,0,1,1
Spotx2015,0,0,0,0,0,0,0,0,1
Spotx2016,0,0,0,1,1,0,1,1,1
Spotx2017,1,0,1,1,0,1,1,1,1
Spotx2018,1,1,0,1,0,1,1,0,1
Spotx2019,0,1,0,1,0,0,1,0,0
Spotx2020,0,0,0,0,0,0,0,1,0
Spotx2021,0,1,0,0,0,1,0,1,0
Spotx2022,1,0,0,0,0,0,1,0,0
Spotx2023,1,0,0,0,0,0,1,0,1
Spotx2024,0,0,0,1,0,0,0,0,0
Spotx2025,0,0,1,0,0,1,1,1,1
Spotx2026,1,0,1,1,1,0,0,0,1
Spotx2027,0,1,1,0,0,0,0,1,1
Spotx2028,0,1,0,1,0,1,1,0,0
Spotx2029,0,0,1,1,1,0,0,1,0
Spotx2030,0,1,0,0,1,0,1,0,0
Spotx2031,0,0,0,1,0,0,1,1,0
Spotx2032,1,0,1,1,1,0,1,0,1
Spotx2033,1,0,0,0,0,1,1,1,0
Spotx2034,0,1,0,1,1,1,0,1,0
Spotx2035,0,0,1,1,0,0,1,0,1
Spotx2036,0,1,1,1,0,1,0,1,1
Spotx2037,0,0,1,0,0,1,0,1,0
Spotx2038,1,1,0,0,1,1,1,0,1
Spotx2039,1,0,1,1,0,1,0,0,0
Spotx2040,0,0,1,0,0,0,1,0,0
Spotx2041,0,1,0,1,0,1,0,0,0
Spotx2042,0,0,1,0,0,1,0,0,0
Spotx2043,1,0,0,0,1,0,0,0,0
Spotx2044,0,1,1,1,0,0,1,0,0
Spotx2045,1,1,1,0,1,1,1,1,0
Spotx2046,0,0,0,0,0,0,1,0,0
Spotx2047,0,0,0,1,1,1,0,0,1
Spotx2048,0,1,0,0,1,0,0,0,0
Spotx2049,0,0,0,0,0,1,0,0,1
Spotx2050,1,1,0,0,0,1,1,0,1
Spotx2051,1,1,0,0,0,1,1,0,0
Spotx2052,0,1,0,0,0,1,0,1,0
Spotx2053,0,1,1,0,0,1,1,0,0
Spotx2054,1,0,1,0,1,1,0,0,0
Spotx2055,1,1,1,0,0,1,0,1,0
Spotx2056,0,1,1,1,1,1,0,1,0
Spotx2057,0,0,1,0,0,0,1,0,1
Spotx2058,0,1,1,0,0,0,1,0,1
Spotx2059,1,0,1,0,1,1,0,0,1
Spotx2060,0,1,0,1,0,0,0,1,0
Spotx2061,0,0,0,1,1,1,0,1,0
Spotx2062,1,1,0,1,1,1,1,0,0
Spotx2063,0,1,0,0,0,0,1,0,1
Spotx2064,1,0,1,0,0,1,1,0,0
Spotx2065,0,0,0,0,1,0,1,1,1
Spotx2066,0,0,0,1,0,0,0,1,0
Spotx2067,1,0,1,1,1,1,1,1,1
Spotx2068,1,1,0,0,0,0,0,0,0
Spotx2069,0,0,0,1,0,0,0,1,0
Spotx2070,0,1,1,1,0,0,0,1,1
Spotx2071,1,0,1,0,1,1,0,1,1
Spotx2072,0,0,0,0,0,1,1,0,0
Spotx2073,1,0,0,1,1,0,0,1,0
Spotx2074,1,0,1,0,0,1,1,0,1
Spotx2075,0,1,1,1,1,1,1,1,1
Spotx2076,0,1,1,0,1,0,0,0,0
Spotx2077,0,0,1,0,1,0,1,0,1
Spotx2078,1,0,1,1,1,1,0,1,1
Spotx2079,0,0,1,0,0,0,1,0,1
Spotx2080,1,0,0,0,0,0,0,0,0
Spotx2081,1,1,0,1,1,1,0,1,0
Spotx2082,1,1,0,1,0,1,0,0,0
Spotx2083,0,0,0,0,1,1,0,1,0
Spotx2084,1,1,1,0,0,0,1,0,1
Spotx2085,0,1,0,0,0,0,1,0,1
Spotx2086,0,0,0,0,0,0,1,0,0
Spotx2087,0,0,1,1,1,1,0,1,1
Spotx2088,0,1,1,0,1,1,0,0,1
Spotx2089,1,0,0,1,1,1,0,1,1
Spotx2090,0,0,0,0,0,1,0,0,0
Spotx2091,0,0,0,1,1,0,1,0,0
Spotx2092,1,0,0,1,0,0,0,1,0
Spotx2093,0,0,0,0,0,1,0,0,0
Spotx2094,0,0,0,1,0,0,0,1,0
Spotx2095,0,0,1,0,0,0,0,1,0
Spotx2096,0,0,0,0,0,1,0,0,0
Spotx2097,1,1,1,0,0,1,0,0,0
Spotx2098,0,0,0,1,0,0,0,1,0
Spotx2099,0,1,1,0,0,1,0,1,0
Spotx2100,0,0,0,0,0,0,1,0,1
Spotx2101,0,1,1,0,1,1,1,1,1
Spotx2102,0,0,1,1,1,0,1,0,0
Spotx2103,1,0,0,0,0,0,0,0,0
Spotx2104,0,1,0,1,1,0,1,1,0
Spotx2105,0,0,1,1,1,0,0,0,0
Spotx2106,0,0,1,1,1,0,0,1,1
Spotx2107,1,1,0,0,1,0,0,0,0
Spotx2108,1,1,0,0,0,0,1,1,0
Spotx2109,0,1,1,0,0,1,1,0,1
Spotx2110,1,1,0,0,0,0,1,1,1
Spotx2111,1,0,0,0,1,0,1,1,1
Spotx2112,0,1,0,0,1,1,1,1,0
Spotx2113,0,1,0,0,0,0,0,0,0
Spotx2114,0,1,1,0,0,0,0,0,1
Spotx2115,1,1,0,1,1,0,0,1,0
Spotx2116,0,1,1,0,0,1,1,1,0
Spotx2117,1,0,0,0,0,1,0,0,0
Spotx2118,0,1,1,0,0,1,0,0,0
Spotx2119,0,1,0,0,1,0,0,0,1
Spotx2120,0,0,0,0,0,1,1,0,0
Spotx2121,0,0,1,0,1,0,0,0,1
Spotx2122,0,0,0,1,0,1,0,0,0
Spotx2123,1,0,1,0,1,1,1,1,1
Spotx2124,1,0,1,1,0,0,0,1,1
Spotx2125,1,0,0,0,0,0,0,0,1
Spotx2126,1,0,0,1,1,1,1,0,1
Spotx2127,0,0,1,1,1,0,0,1,0
Spotx2128,1,0,1,1,1,1,1,0,1
Spotx2129,1,0,0,1,1,0,0,0,1
Spotx2130,0,1,1,1,0,0,0,1,0
Spotx2131,0,0,0,0,0,0,1,1,0
Spotx2132,1,0,0,0,1,0,1,0,1
Spotx2133,0,0,1,0,1,0,0,0,1
Spotx2134,0,1,0,1,1,0,1,1,0
Spotx2135,0,1,0,0,0,0,0,0,1
Spotx2136,1,0,1,0,1,0,0,0,1
Spotx2137,0,0,0,0,1,0,0,0,0
Spotx2138,0,0,0,1,1,0,0,1,1
Spotx2139,1,0,0,0,0,1,0,1,0
Spotx2140,0,0,0,1,1,0,0,0,1
Spotx2141,0,1,0,0,0,0,0,1,0
Spotx2142,1,1,1,1,1,1,1,1,0
Spotx2143,1,0,0,1,1,1,1,0,1
Spotx2144,0,1,1,1,0,1,0,1,1
Spotx2145,1,0,0,0,0,1,0,0,0
Spotx2146,0,0,0,0,0,0,0,1,1
Spotx2147,1,1,1,0,0,0,1,1,1
Spotx2148,0,0,0,1,0,1,0,1,0
Spotx2149,0,0,0,1,0,0,0,0,0
Spotx2150,1,0,0,0,1,1,1,0,0
Spotx2151,0,0,0,0,1,1,0,1,0
Spotx2152,0,1,0,0,1,1,1,0,0
Spotx2153,0,1,0,1,0,0,1,0,0
Spotx2154,0,0,1,0,0,1,1,0,0
Spotx2155,1,1,1,0,1,0,0,0,1
Spotx2156,0,0,0,1,0,0,1,0,0
Spotx2157,1,1,1,1,0,0,1,1,0
Spotx2158,1,1,0,1,1,1,0,0,0
Spotx2159,1,0,1,0,0,0,0,0,0
Spotx2160,0,0,1,0,1,0,0,0,0
Spotx2161,0,0,0,0,0,0,0,1,0
Spotx2162,0,0,0,0,1,0,1,0,0
Spotx2163,0,1,0,0,1,1,0,0,0
Spotx2164,1,0,0,1,0,1,0,1,0
Spotx2165,1,0,0,0,1,0,1,1,1
Spotx2166,0,0,0,0,0,1,0,0,0
Spotx2167,0,1,1,0,0,0,1,1,0
Spotx2168,1,0,0,0,0,0,1,0,0
Spotx2169,1,1,1,1,1,0,0,0,0
Spotx2170,0,0,0,0,1,0,0,0,1
Spotx2171,0,0,0,1,0,0,0,1,1
Spotx2172,0,1,1,1,0,0,0,0,0
Spotx2173,0,0,1,0,0,1,0,0,0
Spotx2174,1,1,1,0,0,1,0,0,1
Spotx2175,0,0,0,0,0,0,1,1,1
Spotx2176,0,0,0,0,0,1,0,0,0
Spotx2177,1,1,1,1,1,1,0,1,0
Spotx2178,1,1,0,0,1,0,0,0,1
Spotx2179,0,1,1,1,0,1,1,1,1
Spotx2180,1,0,1,1,1,1,0,1,0
Spotx2181,0,0,1,0,1,0,1,0,0
Spotx2182,1,0,0,0,1,0,0,1,1
Spotx2183,1,0,0,1,0,0,1,0,1
Spotx2184,1,0,1,1,0,0,0,0,1
Spotx2185,1,1,0,0,1,0,1,0,0
Spotx2186,0,1,0,0,1,1,0,0,0
Spotx2187,1,0,1,0,1,0,0,1,0
Spotx2188,0,0,0,0,1,1,0,0,1
Spotx2189,1,0,0,1,0,0,1,1,1
Spotx2190,1,1,0,0,1,1,1,1,1
Spotx2191,1,0,0,0,1,1,0,1,0
Spotx2192,1,1,0,0,0,1,0,0,0
Spotx2193,0,0,0,0,0,0,0,1,0
Spotx2194,0,1,0,0,1,0,0,1,0
Spotx2195,1,0,1,0,0,0,0,0,0
Spotx2196,0,1,1,0,0,1,0,0,1
Spotx2197,0,0,0,0,0,0,0,1,1
Spotx2198,1,0,0,1,0,1,1,0,0
Spotx2199,0,1,0,1,1,0,1,0,0
Spotx2200,1,0,1,0,0,1,0,1,0
Spotx2201,0,1,0,0,1,0,0,0,0
Spotx2202,1,1,0,1,0,1,0,0,0
Spotx2203,1,0,1,0,0,0,1,1,0
Spotx2204,0,0,0,0,1,1,1,1,0
Spotx2205,0,1,0,1,1,1,0,1,1
Spotx2206,0,0,0,0,0,1,1,1,1
Spotx2207,0,1,0,1,0,1,0,1,1
Spotx2208,1,0,0,0,0,0,0,1,0
Spotx2209,1,0,1,1,1,1,0,0,1
Spotx2210,1,0,1,1,1,0,1,1,0
Spotx2211,0,0,0,0,1,0,0,0,1
Spotx2212,0,1,1,1,1,1,1,0,1
Spotx2213,0,1,0,1,0,0,0,0,1
Spotx2214,0,0,0,1,1,0,0,0,0
Spotx2215,1,0,0,1,1,1,1,0,1
Spotx2216,0,0,0,0,0,1,1,0,0
Spotx2217,0,0,1,1,1,1,1,1,0
Spotx2218,1,1,1,0,1,0,1,1,1
Spotx2219,1,1,0,0,1,0,0,0,1
Spotx2220,0,0,0,0,1,1,0,1,0
Spotx2221,0,0,0,1,0,0,0,1,0
Spotx2222,1,0,0,1,1,1,0,0,1
Spotx2223,0,1,1,0,1,0,1,1,0
Spotx2224,0,0,1,1,0,1,0,0,0
Spotx2225,0,1,0,0,1,1,0,0,0
Spotx2226,0,0,1,0,0,1,1,1,1
Spotx2227,0,0,1,0,0,1,0,0,1
Spotx2228,0,0,1,0,0,1,0,1,0
Spotx2229,1,0,0,0,0,0,0,0,0
Spotx2230,0,0,0,0,0,0,1,1,0
Spotx2231,1,1,1,0,0,0,1,0,0
Spotx2232,1,1,1,0,1,1,0,1,0
Spotx2233,1,0,1,0,1,0,1,0,1
Spotx2234,1,1,1,0,1,0,1,1,0
Spotx2235,0,1,1,0,1,0,0,1,0
Spotx2236,0,0,0,1,1,1,1,0,0
Spotx2237,1,0,1,1,1,0,1,1,0
Spotx2238,1,1,1,0,1,1,0,0,1
Spotx2239,0,1,0,0,0,0,0,0,0
Spotx2240,1,1,1,0,0,0,0,1,1
Spotx2241,1,0,1,1,0,1,1,1,0
Spotx2242,0,1,1,0,1,0,1,1,1
Spotx2243,0,0,1,0,0,0,1,1,1
Spotx2244,1,1,1,0,0,0,1,1,0
Spotx2245,0,0,0,1,0,1,0,0,0
Spotx2246,0,0,1,1,1,0,0,0,0
Spotx2247,1,1,0,1,0,0,1,0,0
Spotx2248,0,0,1,1,0,1,0,0,0
Spotx2249,0,1,1,1,1,1,1,0,1
Spotx2250,1,1,1,1,0,1,1,0,1
Spotx2251,1,0,1,0,0,1,1,0,0
Spotx2252,1,0,0,0,1,1,1,1,1
Spotx2253,0,0,1,0,1,0,0,0,0
Spotx2254,1,0,1,0,0,1,1,1,1
Spotx2255,0,1,1,1,1,1,1,0,1
Spotx2256,0,0,0,1,0,0,0,0,0
Spotx2257,1,0,1,1,0,0,0,0,1
Spotx2258,0,0,0,1,1,1,0,0,1
Spotx2259,1,1,0,1,0,0,0,0,0
Spotx2260,0,0,1,0,0,0,1,1,0
Spotx2261,0,0,0,0,0,0,1,0,1
Spotx2262,0,1,0,0,1,0,0,1,0
Spotx2263,0,0,0,1,0,0,1,0,0
Spotx2264,1,1,0,1,1,1,0,0,0
Spotx2265,0,0,0,0,0,1,0,0,0
Spotx2266,0,0,0,0,0,1,1,0,0
